"pVDZ"   2.2982   -401.35549   -388.37423 
"pVTZ"   2.3154   -387.60339   -379.14067 
"pVQZ"   2.3186   -382.93170   -376.29999 
"pV5Z"   2.3176   -382.21094   -376.33214 
